minority,female,ses,mathach,size,sector,pracad,disclim,himinty,schoolid,mean,sd,sdalt,junk,sdalt2,num,se,sealt,sealt2,t2,t2alt,pickone,mmses,mnses,xb,resid
0,1,-1.398,6.1339998,842,0,.34999999,1.597,0,1224,9.7154465,7.5927849,6.2563276,42.28867,48.393635,47,1.1075215,.91257918,1.0147176,6.9584985,8.2895231,0,-.43438298,-.43438298,10.137589,-4.0035887
0,1,.75199997,23.584,842,0,.34999999,1.597,0,1224,9.7154465,7.5927849,6.2563276,119.83739,48.393635,47,1.1075215,.91257918,1.0147176,6.9584985,8.2895231,0,-.43438298,-.43438298,10.137589,13.446411
0,1,.012,14.053,842,0,.34999999,1.597,0,1224,9.7154465,7.5927849,6.2563276,2.0051317,48.393635,47,1.1075215,.91257918,1.0147176,6.9584985,8.2895231,0,-.43438298,-.43438298,10.137589,3.9154119
0,1,-.41800001,2.1830001,842,0,.34999999,1.597,0,1224,9.7154465,7.5927849,6.2563276,109.28557,48.393635,47,1.1075215,.91257918,1.0147176,6.9584985,8.2895231,0,-.43438298,-.43438298,10.137589,-7.9545884
0,1,-.78799999,7.8569999,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,22.848152,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,1,.12159999,.12159999,13.397615,-5.5406156
1,0,-.32800001,10.171,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,6.0810294,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-3.2266159
0,0,.472,15.699,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,9.3760061,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,2.3013849
0,1,.352,22.919001,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,105.72009,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,9.5213852
1,1,-1.4680001,10.664,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,3.892627,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-2.7336159
0,1,.20200001,13.543,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,.82088387,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,.14538479
0,0,-.51800001,18.207001,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,31.0252,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,4.8093853
1,0,-.15800001,5.552,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,50.196854,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-7.8456154
0,0,.041999999,7.4159999,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,27.25857,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-5.9816155
0,0,.68199998,18.792,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,37.884346,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,5.3943844
0,0,1.262,1.575,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,122.36726,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-11.822616
0,1,.152,3.5339999,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,82.864136,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-9.863615
0,1,-.67799997,20.173,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,56.791695,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,6.7753849
0,1,.33199999,10.772,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,3.4781258,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-2.6256151
0,1,-.72799999,2.619,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,100.3598,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-10.778616
0,1,1.262,21.299999,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,75.048019,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,7.9023838
0,0,.61199999,19.527,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,47.472466,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,6.129385
0,1,.69199997,18.402,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,33.235531,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,5.004385
0,1,1.082,20.690001,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,64.85125,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,7.2923851
0,0,.222,21.437,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,77.440475,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,8.0393848
0,0,.032000002,7.5190001,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,26.193655,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-5.8786154
0,0,-.118,18.396999,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,33.177895,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,4.9993839
0,0,-.48800001,4.6170001,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,64.319977,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-8.7806149
0,0,.322,23.577999,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,119.70605,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,10.180384
0,0,.59200001,12.81,1855,0,.27000001,.17399999,0,1288,13.5108,7.021843,6.2563276,.029938212,48.393635,25,1.4043686,1.2512655,1.3913107,.38715801,.39445934,0,.12159999,.12159999,13.397615,-.58761501
1,1,-.148,12.668,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,.0009626394,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,1,-.42550001,-.42550001,10.189673,2.4783268
1,0,-.85799998,.78100002,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,140.56412,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-9.4086733
1,1,-1.568,4.9679999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,58.81316,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-5.2216735
1,0,-.898,23.172001,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,110.9868,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,12.982327
1,1,-.28799999,8.2779999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,19.000654,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-1.9116735
1,1,-1.0880001,6.244,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,40.870117,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.9456735
1,1,-1.388,1.326,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,127.93813,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-8.8636732
1,0,-1.148,2.359,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,105.63675,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-7.8306732
1,1,-.55800003,6.757,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,34.574093,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.4326735
1,1,-.69800001,6.2509999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,40.780663,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.9386735
1,1,.142,3.404,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,85.24781,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-6.7856731
1,0,.52200001,22.201,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,91.470612,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,12.011327
1,0,.73199999,-1.353,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,195.71938,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-11.542673
1,1,-.248,-.014,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,160.04712,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-10.203673
1,1,.322,5.2160001,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,55.07085,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-4.9736733
1,1,.052000001,3.5869999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,81.902023,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-6.6026735
1,1,-.028000001,11.162,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,2.1755483,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,.97232628
1,1,-.898,5.9819999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,44.288677,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-4.2076735
1,0,-.81800002,2.8139999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,96.490822,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-7.3756733
1,1,-1.408,7.2719998,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,28.782946,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-2.9176736
1,0,-1.258,8.8950005,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,14.002365,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-1.294673
1,0,-.60799998,8.7729998,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,14.930296,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-1.4166737
1,1,1.242,12.176,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,.21249717,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,1.9863262
0,0,-.68800002,3.052,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,91.871712,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-7.1376734
1,1,-.82800001,6.8340001,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,33.674503,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.3556733
1,1,-.69800001,3.2550001,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,88.021423,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-6.9346733
1,1,-.498,6.355,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,39.463196,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.8346734
1,0,-.65799999,11.589,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,1.0982494,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,1.3993263
1,1,-.778,8.0799999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,20.766012,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-2.1096735
1,1,-.097999997,19.822001,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,51.624607,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,9.6323271
1,1,-1.028,14.239,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,2.5664892,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,4.0493269
1,1,-.41800001,1.17,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,131.4915,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-9.0196733
1,1,-.40799999,-1.127,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,189.44699,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-11.316673
1,0,.352,10.84,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,3.2291141,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,.65032673
1,1,-1.628,6.7779999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,34.327576,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.4116735
1,1,-.69800001,9.4490004,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,10.163175,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-.74067307
1,0,-.168,5.9949999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,44.115818,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-4.1946735
1,1,-.71799999,4.7649999,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,61.967976,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-5.4246736
1,1,-1.008,14.399,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,3.104737,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,4.2093267
1,0,-.178,6.5879998,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,36.590088,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.6016736
1,0,.39199999,11.026,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,2.5952363,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,.8363266
1,1,-.35800001,7.0949998,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,30.713476,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.0946736
1,0,-.62800002,12.721,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,.0070603564,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,2.5313263
1,0,-.037999999,5.52,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,50.651318,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-4.6696734
1,1,.972,7.3530002,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,27.920378,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-2.8366733
1,1,.252,7.0949998,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,30.713476,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-3.0946736
1,1,.33199999,9.9989996,1719,0,.31999999,-.13699999,1,1296,7.6359582,5.3510704,6.2563276,6.9589081,48.393635,48,.7723605,.90302312,1.004092,41.925312,24.806725,0,-.42550001,-.42550001,10.189673,-.19067383
