"","FiscalYear","Ccode","Dcode","Dname","Dtype","TotalExp_C","K12ADA_C","TotalExp_K12_C","TotalExp_C_16","TotalExp_K12_C_16"
"5048",2008,15,63461,"Fairfax Elementary","Elementary",14812476.35,2032.27,7288.63603261378,16512069.09,8124.94
"5049",2008,15,63479,"Fruitvale Elementary","Elementary",22270289.58,3128.69,7118.08762772918,24825596.44,7934.82
"5050",2008,15,63487,"General Shafter Elementary","Elementary",1544715.62,181.46,8512.70594070318,1721957.25,9489.46
"5051",2008,15,63503,"Greenfield Union Elementary","Elementary",60835937.74,8060.95,7546.99356031237,67816291.04,8412.94
"5052",2008,15,63529,"Kern Union High","High School",321941756,33834.12,9515.29863936168,358881553.12,10607.09
"5053",2008,15,63545,"Kernville Union Elementary","Elementary",8108629.23,829.35,9777.08956411648,9039018.39,10898.92
"5054",2008,15,63552,"Lakeside Union Elementary","Elementary",9461840.06,1286.23,7356.25825863182,10547497.47,8200.32
"5055",2008,15,63560,"Lamont Elementary","Elementary",23471360.13,2530.44,9275.60429411486,26164478.58,10339.89
"5056",2008,15,63578,"Richland Union Elementary","Elementary",24973102.32,2979.96,8380.34816574719,27838531.6,9341.91
"5057",2008,15,63586,"Linns Valley-Poso Flat Union","Elementary",279178.89,17.85,15640.2739495798,311212.05,17434.85
"5058",2008,15,63594,"Lost Hills Union Elementary","Elementary",4951509.39,572.12,8654.66928266797,5519648.65,9647.71
"5059",2008,15,63610,"Maple Elementary","Elementary",1783805.21,264.17,6752.48972252716,1988480.13,7527.27
"5060",2008,15,63628,"Maricopa Unified","Unified",3241754.08,286.03,11333.6156347236,3613714.96,12634.04
"5061",2008,15,63651,"Mckittrick Elementary","Elementary",1319763.56,122.15,10804.4499386001,1471194.05,12044.16
"5062",2008,15,63669,"Midway Elementary","Elementary",1334968.71,69.18,19297.0325238508,1488143.85,21511.19
"5063",2008,15,63677,"Mojave Unified","Unified",21698534.83,2700.12,8036.13721982727,24188238.2,8958.21
"5064",2008,15,63685,"Muroc Joint Unified","Unified",17640771.63,1940.24,9092.05646208716,19664884.73,10135.28
"5065",2008,15,63693,"Norris Elementary","Elementary",20310528.91,3399.15,5975.17876822147,22640971.62,6660.77
"5066",2008,15,63719,"Pond Union Elementary","Elementary",1757666.81,216.67,8112.18355102229,1959342.59,9042.98
"5067",2008,15,63750,"Rosedale Union Elementary","Elementary",32668751.64,5117.16,6384.156766644,36417184.5,7116.68
"5068",2008,15,63768,"Semitropic Elementary","Elementary",1963225.05,226.67,8661.15961529978,2188486.71,9654.95
"5069",2008,15,63776,"Southern Kern Unified","Unified",26090981.48,3205.07,8140.53405385842,29084676.91,9074.58
"5070",2008,15,63784,"South Fork Union Elementary","Elementary",2646327.83,287.8,9195.02373175817,2949969.13,10250.07
"5071",2008,15,63792,"Standard Elementary","Elementary",20866715.55,2698.51,7732.68046069868,23260975.46,8619.93
"5072",2008,15,63800,"Taft City Elementary","Elementary",16764784.15,1993.73,8408.75351727666,18688385.9,9373.58
"5073",2008,15,63818,"Taft Union High","High School",21145390.21,952.67,22195.9232577913,23571625.42,24742.7
"5074",2008,15,63826,"Tehachapi Unified","Unified",35577796.49,4566.74,7790.63325041496,39660014.97,8684.54
"5075",2008,15,63834,"Vineland Elementary","Elementary",7471492.84,816.49,9150.74629205502,8328776.57,10200.71
"5076",2008,15,63842,"Wasco Union Elementary","Elementary",24441283.33,3028.44,8070.5852947392,27245691.37,8996.61
"5077",2008,15,63859,"Wasco Union High","High School",14677841.73,1617.26,9075.74646624538,16361986.41,10117.1
"5078",2008,15,73544,"Rio Bravo-Greeley Union Elementary","Elementary",6626059.75,900.38,7359.18140118617,7386337.96,8203.58
"5079",2008,15,73742,"Sierra Sands Unified","Unified",45149499.65,5154.1,8759.91921965037,50329981.29,9765.04
"5080",2008,15,73908,"Mcfarland Unified","Unified",29061336.29,3074.47,9452.47027617768,32395852.07,10537.05
"5081",2008,15,75168,"El Tejon Unified","Unified",8717355.89,1126.98,7735.14693250989,9717590.72,8622.68
"5082",2008,16,63875,"Armona Union Elementary","Elementary",7590052.29,920.06,8249.51882485925,8460939.61,9196.07
"5083",2008,16,63883,"Central Union Elementary","Elementary",18488558.32,1802.45,10257.4597464562,20609946.99,11434.41
"5084",2008,16,63891,"Corcoran Joint Unified","Unified",26316913.14,3040.26,8656.13899469124,29336532.11,9649.35
"5085",2008,16,63909,"Delta View Joint Union Elementary","Elementary",757430.36,71.43,10603.8129637407,844338.39,11820.5
"5086",2008,16,63917,"Hanford Elementary","Elementary",42016908.04,5238.68,8020.51433567234,46837954.18,8940.79
"5087",2008,16,63925,"Hanford Joint Union High","High School",28610557.12,3588.39,7973.09019365231,31893350.22,8887.93
"5088",2008,16,63933,"Island Union Elementary","Elementary",1844352.97,263.39,7002.36519989369,2055975.18,7805.82
"5089",2008,16,63941,"Kings River-Hardwick Union Elementary","Elementary",4704948.83,616.59,7630.59541997113,5244797.58,8506.13
"5090",2008,16,63958,"Kit Carson Union Elementary","Elementary",3028146.02,385.07,7863.88454047316,3375597.38,8766.19
"5091",2008,16,63966,"Lakeside Union Elementary","Elementary",3045978.47,341.32,8924.11364701746,3395475.93,9948.07
"5092",2008,16,63974,"Lemoore Union Elementary","Elementary",21389133.89,2975.88,7187.49878691345,23843336.4,8012.2
"5093",2008,16,63982,"Lemoore Union High","High School",17032695.67,2043.29,8335.91691340926,18987037.75,9292.39
"5094",2008,16,63990,"Pioneer Union Elementary","Elementary",11311149.56,1607.46,7036.6600475284,12608997.89,7844.05
"5095",2008,16,73932,"Reef-Sunset Unified","Unified",20559712.61,2356.38,8725.12608747316,22918746.81,9726.25
"5096",2008,17,64014,"Kelseyville Unified","Unified",14065877.83,1619.51,8685.26766120617,15679805.39,9681.82
"5097",2008,17,64022,"Konocti Unified","Unified",25038725.27,2831.75,8842.13834907743,27911684.17,9856.69
"5098",2008,17,64030,"Lakeport Unified","Unified",12344568.04,1543.25,7999.07211404503,13760991.45,8916.89
"5099",2008,17,64048,"Lucerne Elementary","Elementary",2309546.02,247.19,9343.20166673409,2574544.77,10415.25
"5100",2008,17,64055,"Middletown Unified","Unified",13200178.16,1615.16,8172.67525198742,14714774.8,9110.41
"5101",2008,17,64063,"Upper Lake Union Elementary","Elementary",4863195.59,505.14,9627.42128914756,5421201.67,10732.08
"5102",2008,17,64071,"Upper Lake Union High","High School",4382262.16,353.52,12396.0798823263,4885085.64,13818.41
"5103",2008,18,64089,"Big Valley Joint Unified","Unified",2741260.66,219.48,12489.7970657919,3055794.61,13922.88
"5104",2008,18,64105,"Janesville Union Elementary","Elementary",3095254.59,434.03,7131.43006243808,3450406.02,7949.69
"5105",2008,18,64113,"Johnstonville Elementary","Elementary",1611195.51,212.32,7588.52444423512,1796065.08,8459.24
"5106",2008,18,64139,"Lassen Union High","High School",10080381.53,955.15,10553.7156781657,11237010.77,11764.66
"5107",2008,18,64162,"Ravendale-Termo Elementary","Elementary",214497.25,6.94,30907.3847262248,239108.8,34453.72
"5108",2008,18,64170,"Richmond Elementary","Elementary",1373549.12,204.68,6710.71487199531,1531151,7480.71
"5109",2008,18,64188,"Shaffer Union Elementary","Elementary",2377236.94,268.68,8847.83735298496,2650002.58,9863.04
"5110",2008,18,64196,"Susanville Elementary","Elementary",8840238.66,1152.14,7672.88581248807,9854573.14,8553.28
"5111",2008,18,64204,"Westwood Unified","Unified",3192396.91,267.95,11914.1515581265,3558694.52,13281.19
"5112",2008,18,75036,"Fort Sage Unified","Unified",2441125.01,196.73,12408.5040919026,2721221.21,13832.26
"5113",2008,19,64212,"ABC Unified","Unified",163995651.93,20087.83,8163.93069485355,182812614.93,9100.67
"5114",2008,19,64246,"Antelope Valley Union High","High School",188482052.5,21566.98,8739.38087298268,210108600.32,9742.14
"5115",2008,19,64261,"Arcadia Unified","Unified",71607119.42,9626.06,7438.88147591019,79823364.8,8292.42
"5116",2008,19,64279,"Azusa Unified","Unified",88822001.76,10717.5,8287.56722743177,99013493.43,9238.49
"5117",2008,19,64287,"Baldwin Park Unified","Unified",131042132.8,15664.5,8365.54839286284,146077988.54,9325.42
"5118",2008,19,64295,"Bassett Unified","Unified",41777854.54,4770.02,8758.42334832978,46571471.53,9763.37
"5119",2008,19,64303,"Bellflower Unified","Unified",109630551.04,14421.11,7602.08826088977,122209628.59,8474.36
"5120",2008,19,64311,"Beverly Hills Unified","Unified",55297900.56,4960.84,11146.8824957064,61642816.03,12425.88
"5121",2008,19,64329,"Bonita Unified","Unified",75484126.95,9613.26,7852.08419932468,84145222.58,8753.04
"5122",2008,19,64337,"Burbank Unified","Unified",118863402.32,14654.94,8110.80784499971,132501862.96,9041.45
"5123",2008,19,64345,"Castaic Union Elementary","Elementary",24730718.51,3188.77,7755.5667263553,27568336.52,8645.45
"5124",2008,19,64352,"Centinela Valley Union High","High School",61179016.48,6401.25,9557.35465416911,68198734.84,10653.97
"5125",2008,19,64378,"Charter Oak Unified","Unified",48470151.47,6058.68,8000.11742986921,54031646.77,8918.06
"5126",2008,19,64394,"Claremont Unified","Unified",54754158,6805.45,8045.63372003321,61036684.11,8968.79
"5127",2008,19,64436,"Covina-Valley Unified","Unified",106438151.55,13772.28,7728.43360358633,118650931.19,8615.2
"5128",2008,19,64444,"Culver City Unified","Unified",52849972.41,6404.77,8251.65812511612,58914011.08,9198.46
"5129",2008,19,64451,"Downey Unified","Unified",164814818.67,21631.12,7619.33818822141,183725773.37,8493.59
"5130",2008,19,64469,"Duarte Unified","Unified",32664444.63,4065.35,8034.84192750932,36412383.3,8956.76
"5131",2008,19,64477,"Eastside Union Elementary","Elementary",24594691.93,3048.55,8067.66886880648,27416702.16,8993.36
"5132",2008,19,64485,"East Whittier City Elementary","Elementary",80981111.17,8581.09,9437.15905205516,90272934.18,10519.98
"5133",2008,19,64501,"El Monte City Elementary","Elementary",85212296.97,9926.62,8584.22070855941,94989608.87,9569.18
"5134",2008,19,64519,"El Monte Union High","High School",86413648.22,9715.81,8894.12701771648,96328803.91,9914.64
"5135",2008,19,64527,"El Rancho Unified","Unified",84953316.04,10439.08,8138.00795089222,94700912.31,9071.77
"5136",2008,19,64535,"El Segundo Unified","Unified",26026269.26,3152.42,8255.96502369608,29012539.57,9203.26
"5137",2008,19,64550,"Garvey Elementary","Elementary",51171287.51,5661.42,9038.59588407149,57042712.83,10075.69
"5138",2008,19,64568,"Glendale Unified","Unified",217571164.25,25683.29,8471.31205737271,242535414.83,9443.32
"5139",2008,19,64576,"Glendora Unified","Unified",53104640.76,6943.31,7648.31769861925,59197900.24,8525.89
"5140",2008,19,64584,"Gorman Elementary","Elementary",758727.64,42.97,17657.1477775192,845784.52,19683.14
"5141",2008,19,64592,"Hawthorne Elementary","Elementary",64830659.19,8155.95,7948.87893991503,72269369.31,8860.94
"5142",2008,19,64600,"Hermosa Beach City Elementary","Elementary",9637836.19,1145.62,8412.76879768161,10743687.5,9378.06
"5143",2008,19,64626,"Hughes-Elizabeth Lakes Union Elementary","Elementary",3009470.03,340.58,8836.30873803512,3354778.49,9850.19
"5144",2008,19,64634,"Inglewood Unified","Unified",118497920.82,13580.69,8725.47129932279,132094445.88,9726.64
"5145",2008,19,64642,"Keppel Union Elementary","Elementary",22697052.74,2732.08,8307.60912564786,25301326.67,9260.83
"5146",2008,19,64659,"La Canada Unified","Unified",33492573.98,3920.65,8542.60747070001,37335532.73,9522.79
"5147",2008,19,64667,"Lancaster Elementary","Elementary",114821732.08,14124.58,8129.21390087351,127996448.96,9061.96
"5148",2008,19,64683,"Las Virgenes Unified","Unified",91483651.67,11170.93,8189.43916665846,101980542.71,9129.1
"5149",2008,19,64691,"Lawndale Elementary","Elementary",48229090.19,5601.52,8610.00053378369,53762925.97,9597.92
"5150",2008,19,64709,"Lennox Elementary","Elementary",54397771.09,5495.03,9899.4493369463,60639405.15,11035.32
"5151",2008,19,64717,"Little Lake City Elementary","Elementary",39004444.13,4816.62,8097.88692693216,43479838.29,9027.04
"5152",2008,19,64725,"Long Beach Unified","Unified",734195918.52,82931.09,8853.08415119107,818438014.41,9868.89
"5153",2008,19,64733,"Los Angeles Unified","Unified",6251588454.16,595701.1,10494.5054728957,6968899597.86,11698.65
"5154",2008,19,64758,"Los Nietos Elementary","Elementary",17914704.69,1952.45,9175.49985402955,19970249.04,10228.3
"5155",2008,19,64766,"Lowell Joint Elementary","Elementary",21586944.95,2929.63,7368.4884951342,24063844.43,8213.95
"5156",2008,19,64774,"Lynwood Unified","Unified",143514282.29,15759.04,9106.79091429427,159981200.21,10151.71
"5157",2008,19,64790,"Monrovia Unified","Unified",47895296.43,5739.6,8344.70981078821,53390832.5,9302.19
"5158",2008,19,64808,"Montebello Unified","Unified",270906691.48,31432.51,8618.67828817998,301990693.59,9607.59
"5159",2008,19,64816,"Mountain View Elementary","Elementary",77203606.23,8349.99,9245.9519388646,86061995.98,10306.84
"5160",2008,19,64832,"Newhall Elementary","Elementary",49256066.39,6829.96,7211.76498691061,54907738.05,8039.25
"5161",2008,19,64840,"Norwalk-La Mirada Unified","Unified",166133181.33,20291.33,8187.39734310171,185195405.78,9126.82
"5162",2008,19,64857,"Palmdale Elementary","Elementary",154261328.85,20014.88,7707.33218735261,171961369.57,8591.68
"5163",2008,19,64865,"Palos Verdes Peninsula Unified","Unified",94446408.84,11691.46,8078.23905996343,105283248.48,9005.14
"5164",2008,19,64873,"Paramount Unified","Unified",126459687.93,15203.05,8318.04722933885,140969751.1,9272.47
"5165",2008,19,64881,"Pasadena Unified","Unified",191543062.28,18646.39,10272.3938671239,213520832.26,11451.05
"5166",2008,19,64907,"Pomona Unified","Unified",260261637.26,28328.12,9187.39532521043,290124219.23,10241.56
"5167",2008,19,64931,"Rosemead Elementary","Elementary",24247533.99,2993.25,8100.73799047858,27029711.11,9030.22
"5168",2008,19,64964,"San Marino Unified","Unified",28022155.53,3148.18,8901.06522816357,31237435.07,9922.38
"5169",2008,19,64980,"Santa Monica-Malibu Unified","Unified",114539982.76,11012.67,10400.7459371796,127682371.55,11594.13
"5170",2008,19,64998,"Saugus Union Elementary","Elementary",79632888.99,10147.05,7847.88573920499,88770016.15,8748.36
"5171",2008,19,65029,"South Pasadena Unified","Unified",32854140.97,4158.33,7900.80175695532,36623845.52,8807.34
"5172",2008,19,65037,"South Whittier Elementary","Elementary",33822882.89,3773.34,8963.64570645635,37703741.49,9992.14
"5173",2008,19,65045,"Sulphur Springs Union Elementary","Elementary",46650863.17,5633.54,8280.91451733723,52003612.2,9231.07
"5174",2008,19,65052,"Temple City Unified","Unified",42387230.92,5387.96,7867.02776561073,47250768.13,8769.7
"5175",2008,19,65060,"Torrance Unified","Unified",176268661.82,23981.72,7350.12592174373,196493837.6,8193.48
"5176",2008,19,65078,"Valle Lindo Elementary","Elementary",8300193.82,1112.01,7464.13595201482,9252563.22,8320.58
"5177",2008,19,65094,"West Covina Unified","Unified",68066793.32,8735.49,7791.98342851975,75876819.48,8686.04
"5178",2008,19,65102,"Westside Union Elementary","Elementary",55636864.78,8490.26,6553.02249636643,62020673.22,7304.92
"5179",2008,19,65110,"Whittier City Elementary","Elementary",51660736.7,6389.28,8085.53337778279,57588321.73,9013.27
"5180",2008,19,65128,"Whittier Union High","High School",113717411.85,12626.23,9006.44229116688,126765418.34,10039.85
"5181",2008,19,65136,"William S. Hart Union High","High School",176968428.54,21961.09,8058.27163132613,197273895.99,8982.88
"5182",2008,19,65151,"Wilsona Elementary","Elementary",15221868.54,1581.04,9627.75675504731,16968435.19,10732.45
"5183",2008,19,65169,"Wiseburn Elementary","Elementary",16712281.99,2204.48,7581.05403088257,18629859.61,8450.91
"5184",2008,19,73437,"Compton Unified","Unified",260001814.03,24848.27,10463.5781094619,289834583.73,11664.18
"5185",2008,19,73445,"Hacienda La Puente Unified","Unified",170861533.12,20984.99,8142.08313275346,190466291.6,9076.31
"5186",2008,19,73452,"Rowland Unified","Unified",131182280.25,15930.16,8234.83758166899,146234216.6,9179.71
"5187",2008,19,73460,"Walnut Valley Unified","Unified",110189245.32,14691.17,7500.37235427811,122832427.79,8360.97
"5188",2008,19,75291,"San Gabriel Unified","Unified",45345780.41,5304.88,8547.93707114958,50548783.43,9528.73
"5189",2008,19,75309,"Acton-Agua Dulce Unified","Unified",13632945.84,1677.06,8129.07459482666,15197198.52,9061.81
"5190",2008,19,75333,"Manhattan Beach Unified","Unified",48393090.49,6269.88,7718.34396990054,53945743.76,8603.95
"5191",2008,19,75341,"Redondo Beach Unified","Unified",65465102.05,7924.15,8261.46678823596,72976608.54,9209.39
"5192",2008,19,75713,"Alhambra Unified","Unified",149324000.72,18144.56,8229.68430868536,166457529.35,9173.96
"5193",2008,20,65177,"Alview-Dairyland Union Elementary","Elementary",2752121.77,348.78,7890.70981707667,3067901.93,8796.09
"5194",2008,20,65185,"Bass Lake Joint Union Elementary","Elementary",7120082.4,866.03,8221.51934690484,7937045.08,9164.86
"5195",2008,20,65193,"Chowchilla Elementary","Elementary",14453007,1833.22,7883.94573482724,16111354,8788.55
"5196",2008,20,65201,"Chowchilla Union High","High School",7562221.23,915.17,8263.18741873095,8429915.19,9211.31
"5197",2008,20,65243,"Madera Unified","Unified",135464622.15,17640.96,7678.98244483293,151007917.07,8560.07
"5198",2008,20,65276,"Raymond-Knowles Union Elementary","Elementary",937214.23,77.32,12121.2393947232,1044750.77,13512.04
"5199",2008,20,75580,"Golden Valley Unified","Unified",16059547.18,1858.24,8642.34285130015,17902229.6,9633.97
"5200",2008,20,75606,"Chawanakee Unified","Unified",7677279.04,723.69,10608.5188962125,8558174.81,11825.75
"5201",2008,20,76414,"Yosemite Unified","Unified",19447594.97,2171.84,8954.43263315898,21679024.1,9981.87
"5202",2008,21,65300,"Bolinas-Stinson Union Elementary","Elementary",2806328.78,95.27,29456.5842342815,3128328.69,32836.45
"5203",2008,21,65318,"Dixie Elementary","Elementary",16974301.97,1743.35,9736.60020649898,18921943.93,10853.78
"5204",2008,21,65334,"Kentfield Elementary","Elementary",11630414.42,973.54,11946.51932124,12964895.4,13317.27
"5205",2008,21,65342,"Laguna Joint Elementary","Elementary",285178.28,34.19,8340.98508335771,317899.81,9298.03
"5206",2008,21,65359,"Lagunitas Elementary","Elementary",3182914.82,272.17,11694.5836058346,3548124.44,13036.43
"5207",2008,21,65367,"Larkspur Elementary","Elementary",12387272.43,1184.54,10457.4538892735,13808595.77,11657.35
"5208",2008,21,65375,"Lincoln Elementary","Elementary",176472.91,12.98,13595.7557781202,196721.52,15155.74
"5209",2008,21,65391,"Mill Valley Elementary","Elementary",25449177.5,2415.43,10536.0857073068,28369231.94,11745
"5210",2008,21,65409,"Nicasio Elementary","Elementary",770660.19,56.04,13751.9662740899,859086.22,15329.88
"5211",2008,21,65417,"Novato Unified","Unified",59744515.03,7373.67,8102.41237131578,66599637.81,9032.09
"5212",2008,21,65425,"Reed Union Elementary","Elementary",14695787.59,1123.55,13079.7806862178,16381991.39,14580.56
"5213",2008,21,65433,"Ross Elementary","Elementary",5631845.8,361.74,15568.7670702715,6278047.29,17355.14
"5214",2008,21,65458,"San Rafael City Elementary","Elementary",30616161.79,3649.32,8389.55251663324,34129079.22,9352.17
"5215",2008,21,65466,"San Rafael City High","High School",23605933.84,1996.44,11824.0136643225,26314493.36,13180.71
"5216",2008,21,65474,"Sausalito Marin City Elementary","Elementary",5037385.38,151.1,33338.0898742555,5615378.11,37163.32
"5217",2008,21,65482,"Tamalpais Union High","High School",52861713.32,3592.25,14715.4884320412,58927099.15,16403.95
"5218",2008,21,65516,"Union Joint Elementary","Elementary",186954.73,11.81,15830.2057578323,208406.03,17646.57
"5219",2008,21,73361,"Shoreline Unified","Unified",10665299.36,541.77,19686.0279454381,11889042.44,21944.82
"5220",2008,21,75002,"Ross Valley Elementary","Elementary",16592774.32,1871.48,8866.12430803428,18496639.56,9883.43
"5221",2008,22,65532,"Mariposa County Unified","Unified",19165266.47,2012.46,9523.30305695517,21364301.05,10616.01
"5222",2008,23,65540,"Anderson Valley Unified","Unified",6022812.84,503.09,11971.640938997,6713874.13,13345.27
"5223",2008,23,65565,"Fort Bragg Unified","Unified",16406605.73,1790.65,9162.37440594198,18289109.87,10213.67
"5224",2008,23,65573,"Manchester Union Elementary","Elementary",798394.88,62.71,12731.5401052464,890003.2,14192.36
"5225",2008,23,65581,"Mendocino Unified","Unified",6778086.3,505.91,13397.8104801249,7555808.13,14935.08
"5226",2008,23,65607,"Round Valley Unified","Unified",5415003.34,289.05,18733.7946376059,6036324.19,20883.32
"5227",2008,23,65615,"Ukiah Unified","Unified",47921363.74,5190.24,9232.97645966275,53419890.79,10292.37
"5228",2008,23,65623,"Willits Unified","Unified",15605963.67,1630.68,9570.21835675914,17396601.64,10668.31
"5229",2008,23,73866,"Potter Valley Community Unified","Unified",3184216.58,240.6,13234.482876143,3549575.57,14753.02
"5230",2008,23,73916,"Laytonville Unified","Unified",4659773.98,354.6,13140.930569656,5194439.34,14648.73
"5231",2008,23,75218,"Leggett Valley Unified","Unified",2578498.7,133.64,19294.3632146064,2874357.24,21508.21
"5232",2008,23,76349,"Arena Union Elementary/Point Arena Joint Union High","Comm Admin",6194543.16,345.33,17938.0394405351,6905308.89,19996.26
"5233",2008,24,65631,"Atwater Elementary","Elementary",33403079.48,4357.7,7665.30038322969,37235769.57,8544.82
"5234",2008,24,65649,"Ballico-Cressey Elementary","Elementary",2412765.99,295.47,8165.85775205605,2689608.26,9102.81
"5235",2008,24,65680,"El Nido Elementary","Elementary",1613016.82,169.12,9537.70588930937,1798095.37,10632.07
"5236",2008,24,65698,"Hilmar Unified","Unified",16712570.22,2240.12,7460.56917486563,18630180.91,8316.6
"5237",2008,24,65722,"Le Grand Union Elementary","Elementary",3358570.92,389.03,8633.19260725394,3743935.43,9623.77
"5238",2008,24,65730,"Le Grand Union High","High School",5081569.25,530.85,9572.51436375624,5664631.66,10670.87
"5239",2008,24,65748,"Livingston Union Elementary","Elementary",20960873.35,2421.79,8655.11598858695,23365936.98,9648.21
"5240",2008,24,65755,"Los Banos Unified","Unified",63021814.72,8152.8,7730.08226866843,70252976.9,8617.04
"5241",2008,24,65763,"McSwain Union Elementary","Elementary",5559481.7,765.49,7262.64444996016,6197380.08,8095.96
"5242",2008,24,65771,"Merced City Elementary","Elementary",80532117.26,9889.68,8143.04580734665,89772422.43,9077.38
"5243",2008,24,65789,"Merced Union High","High School",86208394.55,9958.9,8656.41733022723,96099999.31,9649.66
"5244",2008,24,65813,"Plainsburg Union Elementary","Elementary",701504.66,113.24,6194.84864005652,781995.74,6905.65
"5245",2008,24,65821,"Planada Elementary","Elementary",6949082.66,759.02,9155.33537983189,7746424.72,10205.82
"5246",2008,24,65839,"Snelling-Merced Falls Union Elementary","Elementary",743912.79,80.4,9252.64664179105,829269.81,10314.3
"5247",2008,24,65862,"Weaver Union Elementary","Elementary",16798438.69,2307.15,7281.03447543506,18725901.98,8116.46
"5248",2008,24,65870,"Winton Elementary","Elementary",14569185.27,1725.12,8445.3170040345,16240862.64,9414.34
"5249",2008,24,73619,"Gustine Unified","Unified",13460355.46,1674.64,8037.76062915015,15004805.01,8960.02
"5250",2008,24,73726,"Merced River Union Elementary","Elementary",1703483.22,179.98,9464.84731636849,1898941.94,10550.85
"5251",2008,24,75317,"Dos Palos Oro Loma Joint Unified","Unified",22063562.76,2423.84,9102.73069179484,24595149.66,10147.18
"5252",2008,24,75366,"Delhi Unified","Unified",21067018.81,2541.73,8288.45660632719,23484261.64,9239.48
"5253",2008,25,65896,"Surprise Valley Joint Unified","Unified",2143250.67,148.17,14464.8084632517,2389168.58,16124.51
"5254",2008,25,73585,"Modoc Joint Unified","Unified",8399647.87,849.33,9889.73410806165,9363428.69,11024.49
"5255",2008,25,73593,"Tulelake Basin Joint Unified","Unified",6224314.65,499.59,12458.8455533538,6938496.38,13888.38
"5256",2008,26,73668,"Eastern Sierra Unified","Unified",10151724.17,437.98,23178.510822412,11316539.31,25838.03
"5257",2008,26,73692,"Mammoth Unified","Unified",10828973.31,1073.59,10086.6935329129,12071496.44,11244.05
"5258",2008,27,65961,"Alisal Union Elementary","Elementary",58724740.97,7142.07,8222.36984095647,65462854.24,9165.81
"5259",2008,27,65979,"Bradley Union Elementary","Elementary",575684.84,40.67,14155.024342267,641739.28,15779.18
"5260",2008,27,65987,"Carmel Unified","Unified",35366782.95,2047.84,17270.2862284163,39424789.6,19251.89
"5261",2008,27,65995,"Chualar Union Elementary","Elementary",2809281.62,345.88,8122.12796345553,3131620.34,9054.07
"5262",2008,27,66027,"Graves Elementary","Elementary",307247.93,30.75,9991.80260162602,342501.75,11138.27
"5263",2008,27,66035,"Greenfield Union Elementary","Elementary",19352978.73,2489.51,7773.81040044025,21573551.53,8665.78
"5264",2008,27,66050,"King City Union Elementary","Elementary",17177804.76,2125.34,8082.3796474917,19148796.75,9009.76
"5265",2008,27,66068,"King City Joint Union High","High School",17609179.64,1968.52,8945.39026273546,19629667.85,9971.79
"5266",2008,27,66076,"Lagunita Elementary","Elementary",645457.42,90.29,7148.71436482445,719517.61,7968.96
"5267",2008,27,66084,"Mission Union Elementary","Elementary",769913.13,95.15,8091.5725696269,858253.44,9020
"5268",2008,27,66092,"Monterey Peninsula Unified","Unified",87059919.94,10444.27,8335.66347288992,97049229.25,9292.1
"5269",2008,27,66134,"Pacific Grove Unified","Unified",21060685.63,1646.34,12792.4278277877,23477201.79,14260.24
"5270",2008,27,66142,"Salinas City Elementary","Elementary",61521204.18,7447.06,8261.13985653399,68580185.37,9209.03
"5271",2008,27,66159,"Salinas Union High","High School",105234409.89,12269.42,8576.96695442816,117309071.47,9561.09
"5272",2008,27,66167,"San Antonio Union Elementary","Elementary",1685515.02,186.02,9060.93441565423,1878912.06,10100.59
"5273",2008,27,66175,"San Ardo Union Elementary","Elementary",1085782.06,110.28,9845.68425825172,1210365.37,10975.38
"5274",2008,27,66183,"San Lucas Union Elementary","Elementary",1173688.2,63.18,18576.8945868946,1308357.91,20708.42
"5275",2008,27,66191,"Santa Rita Union Elementary","Elementary",20302944.33,2901.42,6997.58888061708,22632516.78,7800.5
"5276",2008,27,66225,"Spreckels Union Elementary","Elementary",5726045.9,873.33,6556.5661319318,6383055.96,7308.87
"5277",2008,27,66233,"Washington Union Elementary","Elementary",6645339.5,920.24,7221.31128835956,7407829.88,8049.89
"5278",2008,27,73825,"North Monterey County Unified","Unified",35692544.75,4370.28,8167.10708467192,39787929.51,9104.21
"5279",2008,27,75150,"Pacific Unified","Unified",778008.67,16.52,47094.955811138,867277.87,52498.66
"5280",2008,27,75440,"Soledad Unified","Unified",32980740.3,4059.91,8123.51512718262,36764970.93,9055.61
"5281",2008,27,75473,"Gonzales Unified","Unified",18852793.48,2145.57,8786.84614344906,21015974.72,9795.05
"5282",2008,28,66241,"Calistoga Joint Unified","Unified",10442430.99,793.97,13152.1732433215,11640602.01,14661.26
"5283",2008,28,66258,"Howell Mountain Elementary","Elementary",1527889.49,111.15,13746.1942420153,1703200.48,15323.44
"5284",2008,28,66266,"Napa Valley Unified","Unified",118625717.76,14605.54,8121.96726447636,132236906.32,9053.89
"5285",2008,28,66282,"Pope Valley Union Elementary","Elementary",964142.15,62.26,15485.7396402184,1074768.42,17262.58
"5286",2008,28,66290,"Saint Helena Unified","Unified",21293653.3,1261.16,16884.1806749342,23736900.31,18821.48
"5287",2008,29,66316,"Chicago Park Elementary","Elementary",1103938.42,144.15,7658.26167186958,1230605,8536.98
"5288",2008,29,66324,"Clear Creek Elementary","Elementary",1033500.77,126.11,8195.23249544049,1152085.29,9135.56
"5289",2008,29,66332,"Grass Valley Elementary","Elementary",11273128.26,1341.49,8403.4381620437,12566614,9367.65
